Age,Income,EducationYears,EmploymentStatus,Purchase
38,99492,17,0,0
56,68467,15,1,1
58,47479,12,1,1
51,96837,12,0,1
28,72741,14,1,1
42,77326,15,1,1
58,93482,14,1,1
39,66404,16,1,0
43,74447,14,1,1
25,83590,13,1,0
48,59910,16,1,1
53,58308,17,0,1
21,61379,12,0,1
23,65838,15,1,1
40,66029,13,0,0
34,40956,14,1,0
26,88158,12,0,0
47,76783,13,0,1
38,63841,16,1,0
49,75641,14,1,1
21,78463,16,0,1
31,59263,13,0,1
49,92055,15,1,1
31,77942,16,0,1
48,47934,15,1,1
47,53135,14,1,1
42,96603,13,0,1
46,43825,16,1,1
55,73461,12,1,1
42,76125,12,1,1
44,46942,13,0,0
44,92879,17,1,1
33,71996,14,1,0
58,82071,17,1,1
27,55278,14,1,0
33,46512,17,1,1
34,62687,12,1,1
47,69349,14,1,1
27,57248,15,1,1
41,56127,13,0,1
27,59418,13,1,0
44,90898,16,0,0
41,43684,16,0,0
45,86645,13,0,0
57,89883,17,0,0
29,80398,15,1,0
27,62785,14,0,0
21,61071,12,1,0
23,42105,14,0,0
59,72095,15,1,1
51,45014,14,0,0
40,95075,14,1,1
41,54771,14,1,1
36,81339,12,1,1
32,93302,17,1,1
41,94432,16,1,1
26,95031,17,0,1
29,53237,13,0,1
58,68008,15,0,1
30,82585,14,0,1
50,65919,16,1,1
44,54066,14,1,1
28,46421,13,0,0
59,94899,17,0,1
21,47476,12,0,1
31,94402,13,0,1
47,62411,15,0,0
57,60206,14,1,1
53,73733,13,1,1
52,41534,14,1,1
33,97375,14,0,0
24,77610,12,0,1
55,93235,13,1,1
49,82653,12,1,1
21,47613,15,0,1
30,98618,17,0,0
26,41701,17,1,0
46,88128,17,0,1
50,63815,13,0,1
32,45790,13,0,0
25,82953,14,1,1
43,72610,12,0,0
52,54007,12,1,1
52,61460,17,0,1
25,94993,13,0,1
54,82364,15,0,0
44,62293,16,0,1
45,66265,15,1,1
27,89942,12,1,1
37,91116,12,1,1
44,43337,12,0,1
34,57645,14,0,1
37,61270,16,1,1
25,72181,13,1,1
53,44729,13,0,1
57,40638,13,1,1
40,51556,17,0,0
57,88600,14,0,1
21,65402,17,0,1
32,99737,14,1,1
57,71432,16,1,1
36,45814,16,0,0
56,98895,17,0,0
54,67488,13,1,0
20,44299,13,0,0
55,58030,13,0,1
34,74556,16,1,1
45,51214,12,0,0
25,82428,12,1,1
48,87847,15,0,1
32,85936,13,1,1
58,44518,14,1,1
27,45806,16,0,1
39,77229,17,0,0
41,48272,16,1,1
45,82706,16,0,1
20,55933,14,1,1
42,53852,13,1,1
58,98048,13,0,0
45,66336,13,0,0
48,93442,13,0,0
21,76912,15,1,1
22,86655,15,0,1
30,57298,15,0,1
33,70181,15,1,1
48,84719,16,1,0
21,45328,13,1,0
57,47077,12,0,0
56,40090,13,1,1
58,83654,16,0,1
54,55539,15,0,1
54,52875,12,1,0
46,73523,13,1,1
45,63425,12,0,1
45,88620,15,0,1
26,72445,12,0,0
35,82557,16,1,1
50,91540,12,1,1
27,73126,17,1,0
33,72332,17,1,0
43,99973,14,1,0
47,65938,14,0,1
30,89048,13,1,1
56,85027,15,0,1
45,73188,13,0,0
34,99048,13,1,1
53,79757,12,0,1
59,74478,12,0,0
58,96996,14,0,1
51,46299,16,1,1
39,81619,16,0,1
30,69121,13,1,1
45,55845,15,0,0
58,78183,13,1,1
28,92470,15,0,0
58,77406,16,1,1
28,78107,12,0,1
48,58470,12,1,0
23,90672,12,0,0
28,98102,12,1,0
48,94002,13,0,0
34,57713,12,1,0
37,64323,13,0,1
37,42517,12,1,1
30,43586,12,0,1
24,96229,15,1,1
49,59588,15,1,1
52,47337,16,0,0
58,90756,15,0,1
55,78173,17,1,1
33,72957,12,0,0
49,66077,16,0,1
39,56716,13,1,1
31,78931,14,1,0
57,63177,13,1,1
55,92685,14,0,0
23,56854,17,0,0
22,71014,12,0,1
37,44900,17,0,0
21,49243,15,0,0
21,92014,14,1,1
31,91929,16,0,1
49,80009,16,0,1
22,43687,14,0,1
44,87904,16,1,1
48,57732,12,1,0
49,43586,13,0,1
24,68323,15,0,1
50,85194,16,1,1
44,71358,14,0,1
59,58367,15,1,1
49,61960,12,0,0
40,49938,17,0,0
42,40293,17,0,1
43,79918,12,1,1
31,70155,14,0,0
49,49631,13,0,0
32,68261,16,0,0
53,45089,13,0,1
23,71696,12,0,0
27,50871,17,1,0
57,64494,12,0,0
32,64185,14,1,1
44,59378,12,1,1
46,67555,17,1,1
35,96652,12,0,0
42,41476,13,1,0
55,46117,12,1,1
53,47015,15,0,0
36,63265,14,1,0
20,61889,15,0,0
24,51520,14,1,0
26,75078,14,0,0
50,53098,16,1,1
39,59496,16,0,0
36,91869,12,1,1
37,68215,17,1,1
49,75941,14,1,1
32,94676,15,1,1
30,92611,17,1,1
37,96518,15,0,1
54,61415,17,1,1
44,80077,12,0,1
47,51029,17,1,1
54,69096,15,0,1
34,60072,15,0,0
28,95366,17,1,1
38,59945,16,1,1
47,70037,16,0,1
46,52265,15,1,1
43,87962,17,0,1
27,56667,14,1,0
30,61136,15,1,1
22,99813,14,0,0
41,79292,12,0,0
32,58243,16,0,0
58,54332,15,0,0
31,86588,13,0,1
42,63651,14,0,0
59,40593,16,1,1
33,74172,13,0,0
53,78714,17,0,1
44,53429,15,1,1
43,93830,12,1,1
43,86088,16,1,0
48,94901,12,0,0
34,92196,16,1,1
49,93197,16,0,1
59,88888,15,0,1
21,92910,13,1,1
48,51058,13,0,1
50,82981,14,0,1
35,61628,14,1,1
51,60573,15,1,1
48,53811,17,0,1
28,84939,16,1,1
56,88495,12,1,1
39,94812,13,1,1
35,62728,13,0,0
38,89017,16,1,1
20,69423,12,1,0
20,56661,12,0,1
21,48100,13,0,0
30,73064,13,0,0
50,63969,13,0,1
30,46758,15,1,1
55,72828,12,0,1
22,75697,16,1,1
21,58878,16,0,0
29,56207,14,0,1
23,75069,14,1,1
56,54500,15,1,1
33,47385,17,0,0
55,66311,17,1,0
35,78482,15,1,1
29,54997,12,0,0
59,63231,17,0,1
38,93374,16,1,1
22,47215,15,0,1
24,96018,16,0,0
34,96663,16,0,1
35,58020,17,0,0
40,68079,17,1,1
45,53152,17,1,1
38,97239,14,1,1
42,44282,15,0,0
40,67871,13,0,1
22,47661,16,0,0
27,90602,17,0,1
38,82461,13,0,1
33,63248,13,1,1
21,49572,14,0,0
52,78830,17,1,1
23,62980,15,1,1
56,65094,16,0,1
49,72945,14,1,1
23,50965,14,0,0
25,82096,13,0,0
47,46275,14,1,1
30,58912,15,1,1
26,59390,15,0,1
32,46609,16,1,1
21,47189,13,1,1
23,81325,12,0,1
28,97478,15,0,1
56,75625,13,1,0
31,47124,13,1,0
37,76352,15,0,1
54,55389,17,0,1
23,51505,15,0,1
53,71811,15,0,0
39,47154,16,0,1
23,61468,12,0,1
49,65579,16,1,1
46,66771,13,0,0
47,97730,17,1,1
59,66570,17,0,1
25,71947,12,0,1
42,68210,17,0,0
40,60542,12,0,1
33,80576,17,1,1
46,59119,12,0,0
51,45008,14,0,0
58,75292,12,0,1
25,47979,12,1,0
58,97228,12,1,1
29,43293,17,0,0
59,97809,14,0,0
49,90058,15,1,1
28,99841,16,0,1
52,74437,13,1,0
36,89831,12,0,1
41,53020,14,0,0
51,69821,16,1,1
25,61128,14,0,0
23,40992,17,1,1
44,58216,14,0,1
50,98895,13,0,0
31,46401,12,1,1
55,52198,14,0,1
46,97249,15,1,1
22,94959,14,1,1
26,81918,12,1,1
31,60847,12,0,0
41,47863,17,0,1
41,77675,15,1,1
36,60473,14,1,1
28,51934,13,0,1
43,80905,12,1,0
59,84075,15,0,1
41,98868,17,1,1
20,44381,14,0,0
57,81606,16,0,0
31,77907,12,1,0
55,70486,17,0,1
54,81750,12,0,1
46,76182,17,0,1
52,44299,16,1,1
53,92213,17,1,1
42,78724,17,1,1
39,74062,15,0,1
58,95332,14,1,1
22,52617,15,1,1
48,47693,14,0,1
52,58383,17,1,1
27,51914,16,1,0
35,91543,17,1,0
51,65386,13,1,1
50,45756,16,1,0
41,85779,12,1,1
37,71832,17,0,0
33,47897,17,1,1
54,52202,17,1,1
47,78852,14,1,1
28,78016,13,1,0
56,76796,14,0,1
40,72357,14,0,1
56,69783,15,1,1
46,68286,14,1,1
57,64390,13,0,1
54,62363,17,0,0
30,99638,13,1,1
51,92808,16,0,1
40,59655,16,0,1
35,72813,12,0,1
43,70958,17,0,1
31,73109,17,0,0
41,83146,12,1,1
30,67653,17,0,1
21,42152,17,1,0
23,53461,16,0,0
56,48633,17,0,1
53,89664,15,0,1
24,42428,12,0,1
28,41079,16,0,1
23,54014,15,0,0
55,76333,14,0,1
35,68729,14,0,0
50,67690,17,0,1
37,53385,15,1,1
53,91043,14,0,1
38,79252,15,1,0
23,88040,15,1,1
41,70721,15,1,1
42,55968,15,1,1
36,75892,15,1,1
34,62884,12,1,1
45,67772,12,1,0
33,58340,17,0,1
23,72726,13,1,1
45,77457,16,0,0
37,93144,13,0,0
32,69739,16,0,0
49,92394,14,0,0
45,79692,16,1,1
25,45927,17,1,1
28,88354,15,1,1
20,41119,15,1,0
22,94527,12,1,1
29,68501,17,1,1
31,95721,15,0,1
51,92032,15,0,1
42,81247,16,0,0
53,77975,12,0,1
40,95133,15,0,1
29,98719,15,1,1
42,46210,17,1,1
47,68325,14,0,0
29,69998,15,0,0
39,52304,17,1,1
43,62335,12,0,1
44,58424,16,0,1
45,92170,17,0,0
26,63834,12,1,1
55,98964,13,0,1
36,41941,13,0,0
51,59136,13,0,0
53,88039,13,1,0
25,82498,14,1,1
33,88933,13,1,1
31,64398,12,1,1
25,73370,15,0,1
30,91659,16,0,1
38,59089,13,1,1
22,49988,13,1,1
36,55481,15,0,0
20,78568,16,0,1
33,65474,16,0,0
42,93502,17,0,0
53,79196,12,1,1
20,95936,13,0,0
29,50931,14,0,0
45,73605,12,1,1
22,88563,13,1,0
34,76094,13,1,1
48,95468,14,0,1
41,42335,15,0,1
22,67824,17,1,0
42,70266,16,1,1
28,81881,12,0,1
36,62578,15,1,1
55,42583,16,0,1
47,44870,17,0,1
54,72170,13,1,1
27,42863,13,0,0
49,45175,16,0,1
30,49450,16,0,0
49,81652,16,1,1
27,61546,17,1,1
27,65060,14,1,1
21,90220,14,1,1
45,52222,17,1,1
33,42039,14,1,1
33,50731,13,1,1
20,56086,14,1,0
39,88641,12,0,0
23,60063,15,1,1
59,99208,13,0,1
21,53203,13,0,0
37,53460,17,0,0
54,71550,13,1,1
25,62528,14,1,0
22,46507,14,0,0
31,73975,12,0,1
25,94801,14,1,1
30,44883,13,0,0
24,47877,14,0,1
52,51548,16,0,0
39,76794,13,1,1
42,44893,14,0,0
24,42535,13,1,1
41,59533,14,1,0
55,52973,16,0,1
32,92856,15,1,1
51,62367,17,0,1
52,74487,12,0,1
47,77018,15,1,1
33,58216,12,1,1
50,66266,14,1,1
38,78229,15,0,1
31,86144,15,1,1
52,90256,16,0,1
31,92377,16,1,0
38,67166,16,1,1
48,96538,15,1,1
38,70915,16,1,0
41,93188,14,0,1
23,82373,14,0,1
49,92066,12,0,1
53,44654,13,1,1
49,89608,16,0,0
31,42122,16,1,1
39,77230,15,1,1
38,98224,17,1,1
55,43177,14,0,1
58,79282,16,1,1
22,93886,16,1,1
23,53261,13,0,1
23,79250,14,1,0
40,46332,15,1,1
58,73598,14,1,1
36,93516,14,1,1
51,47913,15,1,1
33,86243,14,0,0
31,74824,17,1,0
53,92338,17,0,0
49,81373,16,1,1
38,77046,12,1,1
30,89540,17,0,0
44,47850,12,1,1
40,61725,16,1,1
22,57328,12,0,0
37,58059,12,0,0
30,97399,16,0,0
48,79094,17,0,0
48,75554,15,0,1
57,71591,16,1,1
29,83648,12,0,1
24,77708,14,1,1
35,41021,16,1,1
48,43732,15,0,1
32,67677,14,1,0
22,46734,17,0,0
51,86828,13,0,1
54,88278,17,0,1
37,91841,13,1,1
28,51695,13,1,0
54,53886,12,0,0
50,99683,13,1,1
28,55737,13,0,1
34,48986,16,0,0
45,98869,13,0,1
33,72821,16,0,0
42,53097,17,1,1
56,99891,17,0,1
56,98636,17,0,1
37,46759,13,1,0
24,56077,16,1,1
20,95407,16,0,1
42,61060,14,1,0
56,93123,14,0,1
53,90410,17,1,1
31,92043,14,1,1
24,51757,15,0,1
27,77035,17,0,1
22,91400,15,1,1
32,91738,12,1,1
35,50432,17,0,0
44,87751,17,1,1
22,93184,16,1,1
53,53558,17,0,0
37,61636,14,1,0
55,65700,13,1,1
34,54895,17,1,1
30,61982,16,1,1
27,79093,13,0,1
30,48140,13,1,0
51,42062,15,1,0
35,51968,15,1,1
44,58479,14,0,1
37,74257,13,1,0
36,93197,15,0,1
44,88894,14,1,1
42,65512,17,0,1
30,59739,17,1,0
58,65979,16,1,1
41,84213,12,1,1
20,85438,15,0,1
26,70648,13,1,1
48,57123,16,0,1
36,54682,16,0,1
27,88406,16,0,1
25,48536,13,0,0
21,75609,17,1,1
20,51675,15,0,1
55,42768,16,1,0
25,78213,13,0,1
31,45457,16,0,1
27,91043,13,0,1
22,76320,15,1,0
37,69815,17,0,0
53,41683,14,1,1
31,64032,16,1,0
35,80093,14,0,0
53,40402,15,0,0
48,62166,17,0,1
42,77360,16,0,1
34,70789,17,1,0
24,46291,13,0,0
51,70429,17,1,1
58,74476,14,1,1
53,54502,15,0,0
27,53419,16,0,1
56,61371,12,0,0
24,51318,16,0,0
58,76295,17,1,1
49,65586,17,0,0
29,80326,13,0,0
51,77258,13,0,1
26,97060,14,1,1
59,71662,13,0,1
42,70327,17,0,1
36,68016,12,1,1
48,91914,16,1,1
35,59285,17,0,0
58,73045,15,0,0
29,93219,16,0,1
48,45021,12,1,1
33,42204,16,1,0
27,74561,13,0,0
43,72432,16,0,0
38,45945,15,1,0
21,94439,16,0,0
51,49277,14,0,1
57,48196,16,0,0
46,44418,15,0,0
56,81545,13,1,1
49,56940,12,0,1
54,90859,14,1,1
53,48786,14,1,1
36,88004,15,1,0
57,51644,17,0,1
49,90920,12,0,0
20,95280,12,0,0
23,48673,16,1,0
38,52516,15,0,1
31,74938,12,1,0
57,65260,16,0,1
25,89075,17,0,0
52,70065,13,1,0
55,82341,17,0,1
57,77478,15,0,1
25,61775,15,0,1
44,61183,15,0,0
30,80625,12,0,1
31,96254,16,0,1
54,82508,12,0,1
45,54504,16,1,0
57,80916,12,1,1
55,96336,16,1,1
47,54161,16,1,0
25,66798,17,0,0
55,94761,16,0,0
31,82615,15,0,1
58,77420,15,0,1
38,50859,16,1,1
35,88747,14,1,1
46,93679,12,1,1
30,99872,15,0,1
32,68949,14,1,1
36,88752,12,0,1
55,60642,16,1,1
50,80189,15,0,0
20,84140,16,0,1
30,40040,13,0,0
24,61277,13,0,0
20,43420,16,0,1
32,86727,15,0,1
31,57111,12,0,0
28,55042,16,0,0
31,58826,17,0,1
52,42645,13,1,1
51,69992,13,0,0
35,74310,13,0,0
59,42514,13,0,0
41,63696,12,1,0
33,54475,13,0,1
36,81645,15,0,1
47,64216,13,0,0
34,81915,14,1,1
27,58499,15,1,1
39,65579,17,1,0
58,68766,17,1,1
25,74733,12,1,0
45,54440,15,0,0
42,82759,15,0,1
24,47938,17,1,1
50,95069,17,0,1
51,76808,12,0,1
44,88945,12,1,1
26,64184,16,1,1
24,62429,15,0,1
21,88390,15,1,1
29,49780,14,0,0
36,44186,14,1,0
24,79681,12,0,0
24,97725,15,1,1
20,96927,12,1,1
42,58152,17,1,1
32,99179,13,0,0
38,71338,15,0,1
55,40317,13,0,0
34,60301,17,0,0
41,81390,16,0,1
58,68149,15,0,1
29,62216,13,0,0
23,53125,13,0,1
33,63371,17,1,1
34,74079,12,1,0
27,57954,13,0,0
45,67200,15,0,1
58,47678,15,0,0
35,98636,15,0,1
58,79340,12,1,1
20,74644,17,1,1
56,89524,12,1,1
23,71886,14,0,1
55,74402,13,1,1
30,82013,14,1,1
25,85917,13,0,1
32,67446,14,1,1
50,61789,17,1,1
23,80833,12,0,1
35,93787,14,1,1
34,59657,15,1,1
20,54891,12,0,0
39,45620,12,1,1
47,62012,17,0,0
44,44509,16,1,1
33,99660,17,1,1
40,61665,15,1,1
43,75274,13,1,1
37,68735,16,1,1
53,77809,14,1,1
38,78540,12,0,0
56,54470,17,0,1
59,68102,17,1,0
50,70714,15,0,1
22,69726,12,0,1
55,73386,13,1,0
56,55941,17,0,0
39,55204,15,0,0
28,84061,16,0,1
43,43610,14,0,1
22,41468,12,0,1
27,61277,14,0,1
40,78930,16,0,1
27,68668,17,0,0
30,70279,15,1,0
36,93848,14,1,1
20,92768,15,0,1
23,68863,17,1,1
59,77598,15,1,1
35,68635,12,0,1
51,79960,13,0,1
20,86332,16,1,1
57,79555,12,0,0
32,99789,14,0,1
40,49451,15,0,0
52,95621,13,1,1
50,86481,17,1,1
40,94104,14,1,1
32,86675,12,1,1
30,58009,17,1,0
27,98500,15,1,1
31,68817,15,0,0
25,77374,12,1,0
26,50785,16,1,1
47,70488,16,0,1
45,85796,16,1,1
56,65381,14,1,0
24,63071,17,1,1
24,85268,17,1,1
57,93812,17,1,1
25,49683,12,1,0
28,84690,13,0,1
34,66318,13,1,1
42,65244,15,0,0
44,86962,17,1,1
31,86554,15,1,1
31,64184,14,0,0
56,99770,14,0,0
29,57103,15,0,0
59,59176,17,1,1
20,58433,15,1,1
25,72461,17,1,1
35,79454,16,0,0
43,67003,14,1,1
38,96273,15,0,0
29,98676,15,1,1
42,93439,13,0,0
37,53477,17,1,1
36,91878,15,0,1
41,78430,12,0,0
53,60522,17,1,0
41,99377,15,1,1
30,78244,12,1,0
35,78666,15,0,0
44,69672,12,0,1
51,45934,12,0,1
56,65976,17,0,0
40,60405,16,0,1
55,62007,16,0,1
26,94544,12,1,1
39,77434,17,1,1
32,46036,16,1,1
51,71534,16,1,1
22,40206,12,1,0
44,66508,14,0,1
21,45579,12,0,0
49,84164,13,0,1
50,91217,17,1,1
46,90734,16,0,1
25,45139,17,1,0
54,63049,16,0,0
29,77128,14,0,0
28,83498,14,0,1
33,44116,12,1,1
51,46759,13,0,1
43,99054,15,1,1
33,67119,14,1,1
22,83130,13,0,1
42,90134,13,0,0
37,43206,12,0,0
25,79027,17,1,1
35,94047,13,0,0
44,55590,17,1,1
39,49785,17,0,1
24,45833,14,0,1
59,85009,17,0,1
20,82003,14,1,0
20,89044,16,1,0
59,66044,12,0,0
30,88847,12,1,1
49,51533,12,0,0
44,65904,16,1,0
29,85251,12,1,0
31,62278,17,0,1
40,46923,15,0,1
21,51386,14,1,0
31,68719,14,1,1
25,55887,13,0,0
46,45199,12,1,1
33,81544,12,0,1
23,56165,13,0,0
52,92018,16,1,1
52,55569,13,1,1
24,49372,13,1,1
56,72214,17,1,0
56,61409,17,1,0
21,81596,14,0,1
53,84973,12,0,1
47,52997,15,1,1
46,62594,15,0,0
41,71575,16,0,0
42,59391,16,1,1
55,88032,12,1,1
34,85524,17,0,1
31,64062,13,1,1
40,55127,14,0,0
35,89422,14,1,0
22,72839,17,0,1
38,89861,17,0,1
29,65588,12,1,1
50,73971,16,1,0
43,65255,15,1,1
45,57801,16,0,1
27,85090,17,1,1
30,87027,14,1,1
43,63999,16,1,1
58,49850,17,0,1
24,90406,17,1,1
36,80505,15,1,0
33,87071,13,1,1
52,53467,12,0,0
27,45720,16,1,0
53,90341,16,1,1
51,40303,13,0,1
54,76598,12,0,1
48,43262,17,1,1
36,90195,17,1,1
27,65713,12,0,1
46,89012,12,1,1
45,55876,13,1,0
43,91080,13,1,1
26,67568,17,0,0
50,47933,16,1,1
31,44399,16,1,1
43,74420,14,1,0
40,41320,15,0,1
27,84810,13,1,0
20,58978,12,0,0
34,72442,17,0,1
30,56822,16,0,0
26,55405,15,1,1
39,99916,14,0,1
23,63810,12,1,1
48,60638,15,0,0
51,68591,16,0,0
23,81927,13,1,0
57,73294,12,1,1
57,45764,13,1,0
27,76939,16,0,1
28,80312,17,0,0
24,80281,12,1,1
25,74553,12,1,1
31,72797,16,1,1
39,71248,15,0,1
52,91461,13,0,1
36,61194,16,0,1
26,48830,15,1,1
42,81917,15,1,1
54,53597,12,0,1
21,78409,13,0,1
50,61124,13,0,1
53,47521,17,0,0
21,55086,13,1,0
53,48462,16,0,0
21,59034,13,1,1
38,98960,14,1,1
33,77084,12,1,0
43,63920,15,0,1
36,86308,13,1,0
27,91657,15,0,1
54,61792,16,1,1
54,70672,16,0,1
54,40280,14,0,1
24,49302,14,0,1
48,53158,17,1,1
36,66063,14,1,1
40,85219,15,0,1
29,55920,16,0,0
57,59088,16,0,1
55,69941,13,1,1
50,74571,17,1,1
57,49268,15,0,1
57,57617,12,1,1
37,67190,17,1,1
58,41234,16,1,1
55,86308,12,1,1
34,62238,12,1,1
25,73720,14,1,0
58,96831,17,1,1
48,86841,14,0,0
46,85078,15,0,0
21,70888,14,1,0
58,90064,12,1,0
45,52684,14,0,1
40,43239,12,1,1
30,59669,12,0,1
25,99362,16,0,1
58,61498,16,0,1
21,83977,17,0,0
24,56762,13,1,1
54,80383,16,1,1
55,62083,15,1,1
35,91252,13,1,1
23,84622,12,1,1
32,57297,14,0,0
26,76758,15,1,0
39,67950,15,0,0
22,62065,17,1,1
20,68445,15,0,1
29,61257,17,1,1
37,96412,16,1,0
41,66548,16,0,1
27,80961,17,0,1
31,62677,12,1,1
40,57441,16,1,1
31,58786,12,1,0
35,42443,17,0,0
43,51896,16,1,1
35,74501,14,0,0
39,69866,15,1,1
58,61555,16,0,0
39,53453,16,0,1
53,73071,17,1,1
40,71758,15,1,1
41,60639,15,0,0
35,42109,13,0,0
27,56348,16,1,1
54,56604,12,1,0
33,46873,12,0,1
43,42291,14,1,1
58,96821,12,0,1
47,85890,17,1,0
55,96573,14,1,1
26,88339,16,1,1
44,67693,14,0,0
35,77162,12,0,1
24,92374,15,0,1
26,46299,15,1,0
27,69579,14,0,1
21,79289,16,1,1
41,80502,12,1,0
24,53213,14,1,1
56,94896,15,1,1
32,40619,14,0,1
50,78053,14,0,0
31,63732,15,0,0
42,89374,15,1,1
23,54947,13,0,0
49,44177,16,1,1
23,78432,13,1,1
42,52974,13,1,0
22,86651,13,0,0
57,73670,17,0,1
38,77785,16,1,0
41,56857,12,0,1
23,78087,15,1,1
59,51879,15,1,0
24,88543,12,0,0
32,81063,15,0,1
52,91853,12,1,1
38,78579,14,1,1
55,63576,14,0,0
26,67857,14,1,0
48,78391,14,1,1
43,86778,13,0,0
44,91037,13,1,1
47,80470,14,1,0
38,43484,13,1,0
36,78760,13,1,1
56,54132,12,0,1
21,70158,17,0,1
34,96680,12,1,1
47,75737,16,0,1
33,99631,17,0,1
33,68139,12,1,0
46,99668,15,0,1
40,94211,13,1,1
34,86283,17,1,1
39,40253,14,1,0
59,49613,15,0,1
46,92224,17,1,1
37,57893,13,0,1
41,96082,12,1,1
52,47936,13,1,1
44,55436,12,1,0
58,94433,13,1,1
27,74590,17,0,1
47,94915,12,1,1
28,87523,15,0,1
42,45146,15,1,1
33,63376,13,0,0
50,41966,15,0,0
22,54979,17,0,0
45,82939,16,0,1
59,73728,17,1,1
33,52929,15,0,1
50,96583,14,0,1
59,46750,17,0,1
50,88472,13,0,1
20,71135,17,0,1
55,60592,14,1,1
23,55286,17,0,0
33,98107,12,1,0
29,74416,15,0,0
43,56994,17,0,1
28,91782,17,0,1
36,96072,12,1,0
57,55744,12,0,0
58,53207,13,1,1
54,76888,12,0,0
27,74782,17,1,1
51,59559,17,0,1
26,41754,15,1,1
29,83610,15,1,1
47,79973,17,0,1
30,96364,16,1,1
27,58251,17,0,0
44,40142,15,0,0
35,98045,13,1,1
51,57951,14,1,1
55,82761,15,1,1
55,66608,15,1,0
58,87246,14,1,1
45,43306,17,0,1
29,66826,17,1,1
59,72459,12,0,1
50,57311,16,1,1
49,58205,16,0,1
39,46157,12,0,0
53,64339,17,1,1
34,81568,13,0,0
27,40414,14,0,0
57,73381,14,1,1
36,50878,13,0,0
31,51663,17,0,0
46,58699,13,1,1
48,91684,15,0,1
26,52927,17,0,0
43,81035,12,1,0
37,89225,16,1,1
48,74240,16,0,0
55,47001,17,1,1
48,66833,15,1,1
37,46311,13,1,1
49,66486,16,1,1
32,79994,17,0,1
41,74415,14,0,1
25,41735,17,1,0
24,41071,15,0,1
44,86725,16,0,0
27,50180,13,1,0
45,72680,12,1,1
59,42520,13,1,1
34,99418,17,0,1
37,71726,17,1,1
23,65810,15,0,1
49,68777,15,1,0
55,48780,17,1,0
53,73993,12,0,1
40,64466,16,1,1
42,87033,14,1,1
46,54337,14,1,1
22,67319,12,0,0
38,57966,15,1,1
22,93307,15,1,1
21,87787,15,0,0
38,40568,12,1,1
20,48500,14,0,1
35,69509,14,1,1
34,80091,16,1,0
37,60778,13,1,1
30,95256,14,1,1
36,97980,15,0,1
24,78169,15,1,0
30,69037,12,0,1
56,92533,16,0,1
46,94002,14,0,1
31,50095,15,0,0
52,79506,12,1,1
31,75621,14,0,1
21,74580,13,0,1
28,47646,17,0,0
26,76279,13,1,0
55,94977,16,1,1
33,94542,16,0,1
48,42974,12,1,0
45,74138,16,0,1
47,78375,17,0,1
38,89256,15,0,1
42,68740,17,1,1
30,85752,16,1,1
43,67541,17,0,1
50,49312,12,0,0
23,50693,12,1,1
26,89853,15,0,0
23,72690,16,1,1
56,90720,14,1,1
36,78834,14,1,1
36,54273,13,0,0
55,69089,17,1,0
38,41470,17,1,1
59,88409,15,0,1
46,96050,17,0,1
42,97021,15,1,1
51,74401,12,1,1
56,61909,13,1,1
34,57381,15,0,1
57,45046,14,0,1
33,58300,12,0,0
47,53865,17,0,1
47,66003,16,1,1
41,56360,14,0,1
49,66542,13,1,1
30,42203,16,1,1
53,48076,15,0,0
56,81202,12,1,1
53,91236,12,1,1
43,46213,16,1,1
30,93411,13,1,0
42,63813,13,1,0
49,51234,15,1,1
22,78942,13,1,1
55,71041,16,0,0
44,77856,13,0,0
29,90307,17,1,1
54,78450,12,0,0
52,90102,13,0,0
43,94214,12,0,1
51,65559,17,1,1
20,72417,12,1,0
25,53995,13,0,1
37,46161,13,1,0
55,99188,16,0,1
22,93718,13,1,0
48,70877,16,1,1
34,89529,14,0,0
36,85402,13,1,1
48,59659,12,0,0
28,65327,15,0,1
27,44695,15,1,0
48,43516,16,1,1
43,96746,13,0,1
28,81440,16,1,1
32,74292,17,0,1
40,52738,14,1,1
45,98745,12,1,1
50,67726,17,0,1
51,54605,15,0,0
41,95727,15,1,1
50,74190,14,1,1
23,89603,13,1,1
42,53166,15,0,1
33,41579,14,1,1
22,76475,13,1,1
48,89551,15,0,1
49,50580,13,1,1
54,49233,14,0,0
45,66245,15,0,0
41,44903,14,1,0
27,78253,17,0,0
22,55297,15,1,0
36,90640,13,0,0
36,79173,16,0,1
50,82154,14,1,1
55,87946,12,1,1
21,95830,17,1,1
46,77226,14,0,0
34,41455,12,1,0
20,46991,14,1,1
59,63181,17,0,1
47,45253,17,1,1
33,59225,16,1,1
53,96204,12,1,1
43,86800,12,0,0
51,98651,13,0,1
57,94142,13,1,1
38,46172,17,0,1
35,54273,17,0,0
46,69531,13,1,1
23,94038,13,1,1
27,69296,12,1,1
31,57649,15,0,0
53,92378,13,1,1
28,98544,12,0,1
24,82922,15,0,0
44,49987,17,0,1
30,86741,14,0,0
48,92817,15,1,1
52,76211,12,0,0
34,40767,13,0,0
28,44317,12,0,0
29,61824,13,1,1
55,47684,15,0,1
22,91943,15,1,1
49,56984,14,0,0
49,88620,14,0,1
29,93795,14,0,0
52,61053,13,0,0
25,43185,15,0,0
56,89846,13,0,0
45,43522,13,1,1
54,46233,14,1,1
21,65246,17,1,1
34,46097,17,1,1
20,67312,15,0,1
35,77128,12,0,1
